,store,sido,gungu,address,phone
285,두구동점,부산광역시,금정구,부산광역시 금정구 두구동 230-3,051-508-0032
286,두정점,충청남도,천안시서북구,"충청남도 천안시서북구 부성6길 23(두정동, 중앙프라자상가105호)",041-556-9933
287,두호점,경상북도,포항시북구,경상북도 포항시북구 두호동 205-26,054-252-5886
288,둔덕점,전라남도,여수시,전라남도 여수시 만성로 18,061-651-6641
289,둔산1점,대전광역시,서구,대전광역시 서구 둔산동 1809  국화동성@상가 202호,042-482-1872
290,둔산2점,대전광역시,서구,대전광역시 서구 둔산3동 1972번지,042-486-1007
291,등촌3동점,서울특별시,강서구,서울특별시 강서구 등촌동 663-5,02-3663-3700
292,등촌제일점,서울특별시,강서구,서울특별시 강서구 등촌1동 641-12,02-3661-7860
293,뚝섬점,서울특별시,광진구,서울특별시 광진구 능동로3가길 4(자양동),02-499-4330
294,레이크타운점,경기도,안산시단원구,경기도 안산시단원구 광덕1로 195,031-406-1111
295,마석점,경기도,남양주시,"경기도 남양주시 화도읍 비룡로 185-20, 210(삼진상가2층)",031-595-8686
296,마송점,경기도,김포시,경기도 김포시 통진읍 조강로 49,031-988-4443
297,마장동점,서울특별시,성동구,"서울특별시 성동구 청계천로10나길 80, 1층(마장동)",02-2294-1728
298,마전점,충청남도,금산군,충청남도 금산군 추부면 마전리 567-12,041-753-7972
299,마천1점,서울특별시,송파구,서울특별시 송파구 마천로61길 9(마천동),02-409-0186
300,마평리점,경기도,용인시처인구,경기도 용인시처인구 금령로 129(마평동),031-335-8542
301,만년점,대전광역시,서구,대전광역시 서구 만년로16번길 27(만년동),042-485-9949
302,만수1점,인천광역시,남동구,인천광역시 남동구 만수서로 97-17(만수동 1층),032-462-2664
303,만수3점,인천광역시,남동구,인천광역시 남동구 만수동 861 1층,032-461-1260
304,만수삼환점,인천광역시,남동구,인천광역시 남동구 소래로669번길 30 106호,032-465-0892
305,만수주공점,인천광역시,남동구,인천광역시 남동구 장승남로34번길 22 상가 111호,032-466-3331
306,만촌점,대구광역시,수성구,대구광역시 수성구 만촌동 963-4,053-751-0870
307,망상점,강원도,동해시,"강원도 동해시  동해대로 6270-16, 1층 111호(망상동)",033-534-6988
308,망우동점,서울특별시,중랑구,서울특별시 중랑구 망우3동 444-26,02-437-7733
309,망원동점,서울특별시,마포구,서울특별시 마포구 망원2동 475-42,02-337-8060
310,매산점,경기도,수원시팔달구,경기도 수원시팔달구 갓매산로26번길 24,031-238-0344
311,매송점,경기도,화성시,경기도 화성시 매송면 화성로 2358번길 37,031-294-7696
312,매탄점,경기도,수원시영통구,경기도 수원시영통구 동수원로514번 15 103호,031-214-9292
313,매화동점,경기도,시흥시,경기도 시흥시 매화1로 21,031-313-2914
314,매화목련점,경기도,성남시분당구,경기도 성남시분당구 양현로 539. 매화근린상가1층 104,031-704-2907
315,면목1점,서울특별시,중랑구,"서울특별시 중랑구 면목천로19길 16, 1층(면목동)",02-439-9830
316,명곡점,대구광역시,달성군,대구광역시 달성군 화원읍 설화리 779-1,053-638-9935
317,명보점,충청북도,제천시,충청북도 제천시 용두천로 112(남천동),043-644-4311
318,명일점,서울특별시,강동구,서울특별시 강동구 동남로67길 44(명일동),02-441-4171
319,모가점,경기도,이천시,경기도 이천시 모가면 진상미로 1257(성광주택),031-633-3663
320,모산점,충청남도,아산시,충청남도 아산시 배방면 공수리 63-24,041-548-1258
321,모슬포점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 상모대서로 25,064-792-2206
322,모현점,경기도,용인시처인구,경기도 용인시처인구 모현면 외대로 36,031-339-6860
323,목감점,경기도,시흥시,경기도 시흥시 동서로 1095,031-405-3677
324,목동1점,서울특별시,양천구,서울특별시 양천구 목4동 772-12,02-2642-0177
325,목동3점,서울특별시,양천구,"서울특별시 양천구 목동동로 50 A-111(신정동, 목동아파트)",02-2645-3633
326,목동시장점,서울특별시,양천구,서울특별시 양천구 목동중앙남로10 7,02-2646-4803
327,목상석봉점,대전광역시,대덕구,"대전광역시 대덕구 대덕대로1454 11-6(목상동,1층)",042-932-8516
328,목행점,충청북도,충주시,충청북도 충주시 행정10길 10(목행동),043-853-2900
329,무거1점,울산광역시,남구,울산광역시 남구 신복로23번길 15(무거동),052-225-9200
330,무실점,강원도,원주시,강원도 원주시 시청로 88-1  101호(무실동),033-734-9255
331,무원삼보점,경기도,고양시덕양구,경기도 고양시덕양구 화신로 31 무원마을 삼보상가 102,031-970-9200
332,무주점,전라북도,무주군,전라북도 무주군 무주읍 읍내리 249-6,063-322-3938
333,무지개점,경기도,성남시분당구,"경기도 성남시분당구 구미동 211, 무지개마을 106",031-715-0689
334,묵동점,서울특별시,중랑구,"서울특별시 중랑구 동일로149길 15. 3동 104호(묵동,우성아파트)",02-973-4977
335,묵호점,강원도,동해시,"강원도 동해시 발한로 137(발한동, 가동)",033-533-1668
336,문경점,경상북도,문경시,경상북도 문경시 문경읍 주흘로 29,054-571-7964
337,문덕점,경상북도,포항시남구,경상북도 포항시남구 오천읍 문덕리 203-3 청호A상가101,054-292-1236
338,문막점,강원도,원주시,강원도 원주시 문막읍 문막시장1길 55-2,033-735-0909
339,문산점,경기도,파주시,경기도 파주시 문산읍 문항로 82,031-952-2781
340,문정점,서울특별시,송파구,"서울특별시 송파구 송이로33길 6-17(문정동, 지상1층)",02-408-5797
341,문촌점,경기도,고양시일산서구,경기도 고양시일산서구 대산로 183,031-913-9292
342,문학점,인천광역시,미추홀구,"인천광역시 미추홀구 승학길 4(문학동, 101호)",032-422-6892
343,문화동점,충청북도,충주시,충청북도 충주시 사직산1길 15-11(문화동),043-853-7204
344,문화점,대전광역시,중구,대전광역시 중구 문화동 788 상가 107호,042-585-6340
345,미금점,경기도,성남시분당구,경기도 성남시분당구 미금일로 55 상가동108호,031-714-7463
346,미룡산북점,전라북도,군산시,전라북도 군산시 부곡로 125(미룡동),063-465-8388
347,미아점,서울특별시,강북구,서울특별시 강북구 도봉로29길 10 1층,02-985-1145
348,미원점,충청북도,청주시상당구,충청북도 청주시상당구 미원면 미원시내2길 19-3,043-298-3993
349,민락점,경기도,의정부시,경기도 의정부시 오목로 99,031-851-4749
350,밀양댐점,경상남도,밀양시,경상남도 밀양시 단장면 고례리 1521-3,055-351-0844
351,박달동점,경기도,안양시만안구,경기도 안양시만안구 박달동 134-5,031-447-3131
352,반구점,울산광역시,중구,울산광역시 중구 반구동 101-8,052-293-9999
353,반달마을점,경기도,부천시원미구,"경기도 부천시원미구 상동 397, 반달상가1층",032-323-9292
354,반송2점,부산광역시,해운대구,부산광역시 해운대구 반송동 62-340,051-543-5531
355,반여점,부산광역시,해운대구,부산광역시 해운대구 선수촌로 207번가길 67,051-527-9988
356,반월점,전라북도,전주시덕진구,전라북도 전주시덕진구 반월동 1229 반월주공아파트상가 104호,063-213-8292
357,반포동점,서울특별시,서초구,서울특별시 서초구 반포1동 717-10 101,02-548-3334
358,발산동점,서울특별시,강서구,서울특별시 강서구 우장산로 9(내발산동),02-3664-0907
359,방배본점,서울특별시,서초구,서울특별시 서초구 동광로11길 25. 1층(방배동),02-592-9202
360,방어진점,울산광역시,동구,울산광역시 동구 화문로 75,052-201-4730
361,방이2점,서울특별시,송파구,"서울특별시 송파구 오금로23길 25, 나동 1층 (방이동)",02-423-8587
362,방화1점,서울특별시,강서구,서울특별시 강서구 양천로11길 8(방화동 487-8 1층),02-2663-2224
363,방화2점,서울특별시,강서구,"서울특별시 강서구 방화동로 116-1(방화동, 1층)",02-2666-9992
364,백련시장점,서울특별시,서대문구,서울특별시 서대문구 남가좌2동 347-1,02-376-3604
365,백사점,경기도,이천시,경기도 이천시 백사면 현방리78-2,031-632-4462
366,백석점,경기도,양주시,경기도 양주시 백석읍 양주산성로 564-1,031-829-8283
367,백암점,경상북도,울진군,경상북도 울진군 온정면 소태로 3,054-787-2466
368,백양사점,전라남도,장성군,전라남도 장성군 북하면 백양로 904,061-392-9989
369,백천점,경상북도,경산시,경상북도 경산시 백천동 573-1 108,053-811-4009
370,백학점,경기도,연천군,경기도 연천군 백학면 두백로 35,031-835-8669
371,번동점,서울특별시,강북구,서울특별시 강북구 번3동 307 1층 5호,02-986-9200
372,범서점,울산광역시,울주군,울산광역시 울주군 범서읍 점촌5길 37,052-245-2580
373,범어점,경상남도,양산시,경상남도 양산시 물금읍 범어리 721-1,055-383-8897
374,범어B점,대구광역시,수성구,대구광역시 수성구 동대구로77길 24,053-754-7209
375,법1동점,대전광역시,대덕구,대전광역시 대덕구 법동 281 삼정하이츠@상가 1층,042-673-4700
376,법2동점,대전광역시,대덕구,대전광역시 대덕구 법동 206-6,042-631-0606
377,법원점,경상북도,포항시북구,경상북도 포항시북구 양덕동 692-6,054-231-9998
378,별내점,경기도,남양주시,경기도 남양주시 별내중앙로26 111호,031-574-2777
379,병영점,울산광역시,중구,울산광역시 중구 병영로 80,052-292-5255
380,병점점,경기도,화성시,경기도 화성시 병점로 58(병점동),031-236-9245
381,병천점,충청남도,천안시동남구,충청남도 천안시동남구 병천면 병천리 157-17,041-564-9199
382,보개점,경기도,안성시,경기도 안성시 보개면 남사당로 1-3,031-674-5882
383,보광2점,서울특별시,용산구,"서울특별시 용산구 장문로6길 101, 지상1층(동빙고동 1-9)",02-790-6161
384,보라매동점,서울특별시,관악구,서울특별시 관악구 보라매로 22 (봉천동),02-887-9282
385,보라점,경기도,용인시기흥구,경기도 용인시기흥구 사은로 116,031-287-2884
386,보령웅천점,충청남도,보령시,충청남도 보령시 웅천읍 충서로 872,041-931-3052
387,보은점,충청북도,보은군,충청북도 보은군 보은읍 삼산리 44-1,043-543-1655
388,복대점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 복대로199번길 3,043-265-2450
389,복수점,대전광역시,서구,대전광역시 서구 복수동 283-397,042-584-7308
390,복창점,경기도,평택시,경기도 평택시 신서로 32-1,031-611-9291
391,본리점,대구광역시,달서구,대구광역시 달서구 본리동 81-3번지,053-527-5527
392,본오2점,경기도,안산시상록구,경기도 안산시상록구 각골로 123,031-416-4066
393,본오3점,경기도,안산시상록구,경기도 안산시상록구 본오동 669-7,031-407-9998
394,봉곡점,경상북도,구미시,경상북도 구미시 봉곡남로9길 35,054-443-5525
395,봉담와우리점,경기도,화성시,경기도 화성시 봉담읍 와우로15번길 55-9 효성@상가1층,031-222-0147
396,봉담점,경기도,화성시,경기도 화성시 봉담읍 진등1길 57-1,031-298-9966
397,봉덕2점,대구광역시,남구,대구광역시 남구 봉덕동 924-3,053-476-4819
398,봉명동점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 주현로25번길 20(봉명동),043-265-8503
399,봉산점,강원도,원주시,강원도 원주시 치악로 1867 (봉산동),033-743-2877
400,봉암리점,경기도,양주시,경기도 양주시 은현면 은현로 521,031-864-7255
401,봉천2동점,서울특별시,관악구,서울특별시 관악구 봉천동 7-125,02-889-1262
402,봉천현대점,서울특별시,관악구,"서울특별시 관악구 양녕로 35-1, 1층(봉천동)",02-877-4196
403,봉평점,강원도,평창군,강원도 평창군 봉평면 기풍3길 28,033-336-9282
404,봉화점,경상북도,봉화군,경상북도 봉화군 봉화읍 내성리 236-17,054-672-0909
405,부강점,세종특별자치시,부강면,세종특별자치시  부강면 부강2길 11,044-275-0514
406,부개주공점,인천광역시,부평구,"인천광역시 부평구 부개로 79, (부개동,부개택지개발1블럭)",032-361-0097
407,부곡점(안산),경기도,안산시상록구,경기도 안산시상록구 부곡동 685-11 안산제2종합시장 1003호,031-416-7532
408,부곡점(의왕),경기도,의왕시,경기도 의왕시 솔밭길 31,031-461-9292
409,부론점,강원도,원주시,강원도 원주시 부론면 법천시장길 66-11,033-732-8292
410,부발점,경기도,이천시,경기도 이천시 부발읍 무촌로 137,031-634-6204
411,부산송정점,부산광역시,해운대구,부산광역시 해운대구 송정중앙로 15-1,051-703-7109
412,부산신평점,부산광역시,사하구,부산광역시 사하구 다대로142번길 130(신평동),051-207-6551
413,부산지사, ,,,
414,부석점,경상북도,영주시,경상북도 영주시 부석면 소천리 381-7,054-633-3132
415,부송점,전라북도,익산시,전라북도 익산시 부송1로 65,063-832-9292
416,부안점,강원도,춘천시,강원도 춘천시 후석로 261(후평동),033-256-4825
417,부여점,충청남도,부여군,충청남도 부여군 부여읍 성왕로 173번길 12,041-833-2777
418,부평점,인천광역시,부평구,"인천광역시 부평구 부평문화로115 17, 1층(부평동)",032-516-8292
419,북가좌1점,서울특별시,서대문구,"서울특별시 서대문구 증가로20길 71, 1층(북가좌동)",02-372-1600
420,북가좌2점,서울특별시,서대문구,서울특별시 서대문구 북가좌2동 107-1 1층,02-375-7283
421,북문점,경기도,수원시장안구,경기도 수원시장안구 팔달로259번길 9,031-255-7217
422,북변점,경기도,김포시,경기도 김포시 북변동 688 대우아파트상가 111호,031-982-4560
423,북부점(경주),경상북도,경주시,경상북도 경주시 동부동 75-8,054-743-6410
424,북부점(포항),경상북도,포항시북구,경상북도 포항시북구 두호동 1035-7,054-253-9977
425,북삼점,경상북도,칠곡군,경상북도 칠곡군 북삼읍 평원2길 15,054-972-3298
426,북평점,강원도,동해시,강원도 동해시 대동로 131(북평동),033-521-6321
427,분당동점,경기도,성남시분당구,경기도 성남시분당구 분당동 39 샛별마을 삼부아파트상가 -101 1호,031-701-0162
428,분평동점,충청북도,청주시서원구,충청북도 청주시서원구 청남로2005번길 27,043-285-2929
429,불광동점,서울특별시,은평구,서울특별시 은평구 불광로 192,02-353-3431
430,불노지구점,인천광역시,서구,인천광역시 서구 검단로 842,032-562-5452
431,불당점,충청남도,천안시서북구,충청남도 천안시서북구 불당동 1124,041-556-8892
432,불로점,대구광역시,동구,대구광역시 동구 불로동 1139-7,053-985-7366
433,비래가양점,대전광역시,동구,대전광역시 동구 가양2동 47-64,042-624-2243
434,비산1동점,경기도,안양시동안구,"경기도 안양시동안구 경수대로 946, 111호 (비산동, 대광로제비앙)",031-388-5414
435,비산삼호점,경기도,안양시동안구,경기도 안양시동안구 비산동 377-4,031-388-9672
436,비산점,대구광역시,서구,대구광역시 서구 평리동 791-24,053-559-5997
437,비산B점,대구광역시,서구,대구광역시 서구 비산1동 723-1,053-553-5928
438,비인점,충청남도,서천군,충청남도 서천군 비인면 성내리 338-5,041-952-6231
439,사당4점,서울특별시,동작구,서울특별시 동작구 사당동 1033-23,02-522-5773
440,사동2점,경기도,안산시상록구,"경기도 안산시상록구 감골로 43(사동, 102호)",031-416-2992
441,사동리점,경기도,이천시,경기도 이천시 대월면 사동로 162,031-637-7770
442,사동점,경기도,안산시상록구,경기도 안산시상록구 사동 1285-3,031-408-0411
443,사북점,강원도,정선군,강원도 정선군 사북읍 사북중앙로 13,033-592-3686
444,사우동점,강원도,춘천시,강원도 춘천시 영서로 2818(사농동),033-251-9794
445,사우지구점,경기도,김포시,경기도 김포시 북변동 832 영풍아파트상가 104,031-998-7557
446,사직점,부산광역시,동래구,부산광역시 동래구 사직동 19-45,051-502-7181
447,사창동점,충청북도,청주시서원구,충청북도 청주시서원구 1순환로  698(사창동),043-265-0338
448,사창리점,강원도,화천군,강원도 화천군 사내면 사내로 47-1,033-441-4603
449,산격점,대구광역시,북구,대구광역시 북구 산격동 1232-3,053-942-9994
450,산본13점,경기도,군포시,"경기도 군포시 산본동 1059 우성상가A동 8,9호",031-392-4444
451,산본3점,경기도,군포시,"경기도 군포시 광정로 25-16. 103호(금정동,퇴계종합상가)",031-397-1980
452,산본6점,경기도,군포시,"경기도 군포시 산본천로 34-5(산본동, 세종종합상가동101호)",031-396-9292
453,산본9점,경기도,군포시,경기도 군포시 산본동 수리산로203번안길 34 ,031-393-0861
454,산본리점,경기도,군포시,경기도 군포시 금산로 62(산본동),031-393-3070
455,산북점,경기도,여주시,경기도 여주시 산북면 상품로 99,031-884-9266
456,삼계점,경상남도,김해시,경상남도 김해시 가야로147번길 12-1 ,055-314-5591
457,삼광점,강원도,원주시,강원도 원주시 행구로 107,033-746-9829
458,삼동점,경기도,광주시,경기도 광주시 순암로 509(삼동),031-797-3044
459,삼방점,경상남도,김해시,경상남도 김해시 삼안로235번길 14(삼방동668-17),055-332-5921
460,삼산점,인천광역시,부평구,인천광역시 부평구 삼산동 201-3,032-511-0882
461,삼성동점,서울특별시,강남구,"서울특별시 강남구 영동대로112길 61, 1층(삼성동)",02-515-4097
462,삼송점,경기도,고양시덕양구,경기도 고양시덕양구 신도길 9,02-381-1552
463,삼환대우점,인천광역시,연수구,인천광역시 연수구 원인재로 124,032-815-9933
464,삽교점,충청남도,예산군,충청남도 예산군 삽교읍 삽교로2길2,041-338-7193
465,상계역점,서울특별시,노원구,"서울특별시 노원구 상계로23다길 4, 102호(상계동)",02-938-9888
466,상대원1점,경기도,성남시중원구,경기도 성남시중원구 박석로62번길 1(상대원동),031-733-3141
467,상도4동점,서울특별시,동작구,서울특별시 동작구 상도4동 210-8,02-813-2651
468,상도동점,서울특별시,동작구,서울특별시 동작구 상도동 22-107 102,02-815-6394
469,상동라일락점,경기도,부천시원미구,"경기도 부천시원미구 도약로 35, 105(상동)",032-322-9994
470,상동점,전라북도,정읍시,전라북도 정읍시 상동 265-1(충정로 37),063-535-9889
471,상동현대점,경기도,부천시원미구,"경기도 부천시원미구 상동 555-8, 102호",032-325-9533
472,상리점,경기도,여주시,경기도 여주시 청심로 232,031-885-2512
473,상무세정점,광주광역시,서구,광주광역시 서구 치평동 상무화원로31번길18,062-376-3355
474,상봉동점,서울특별시,중랑구,서울특별시 중랑구 봉우재로 161(상봉동),02-434-1563
475,상인점,대구광역시,달서구,대구광역시 달서구 상인동 1474,053-633-9977
476,상일동점,서울특별시,강동구,"서울특별시 강동구 상일로 29-1, 1층(상일동)",02-428-1306
477,새마을점,경기도,안양시만안구,경기도 안양시만안구 안양동 759-51,031-443-3787
478,샘머리점,대전광역시,서구,대전광역시 서구 둔산동 908 상록스토아 306,042-488-2592
479,샘터점,경기도,고양시덕양구,경기도 고양시덕양구 화신로 73 D상가 103호,031-978-2231
480,서3점,부산광역시,금정구,부산광역시 금정구 서동 203-6,051-526-4193
481,서귀동문점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 서문로29번길 18,064-733-5592
482,서근리점,경기도,화성시,경기도 화성시 팔탄면 버들로 1362번길 6,031-352-9533
483,서남점,대구광역시,달서구,대구광역시 달서구 감삼동 63-7,053-556-7383
484,서둔탑동평동점,경기도,수원시권선구,경기도 수원시권선구 서둔로 197-1 1층 101호(탑동),031-292-9992
485,서면점(충남),세종특별자치시,연서면,세종특별자치시  연서면 당산로 286 대원네스트빌@상가101,044-863-8292
486,서변점,대구광역시,북구,대구광역시 북구 서변동 1738-14,053-939-9399
487,서부점,경상남도,창원시진해구,경상남도 창원시진해구  충장로 100,055-545-9282
488,서산1점,충청남도,서산시,충청남도 서산시 읍내동 160-1,041-664-1596
489,서산부영점,충청남도,서산시,충청남도 서산시 성암1로 56(읍내동),041-681-6661
490,서산삼성점,충청남도,서산시,충청남도 서산시 서령로 137,041-664-7072
491,서상점,경상남도,함양군,경상남도 함양군 서상면 서상로 290-2,055-963-0033
492,서석점,강원도,홍천군,강원도 홍천군 서석면 구룡령로 2525,033-433-2777
493,서울온천점,서울특별시,노원구,"서울특별시 노원구 노원로16길 15, 상가동 1층 104호 (하계동,중계9단지상가)",02-976-7030
494,서울지사,서울특별시,금천구,서울특별시 금천구 시흥동 985-14,02-2200-2540
495,서정점,경기도,평택시,경기도 평택시 서정동 288-15,031-664-5018
496,서천점,충청남도,서천군,충청남도 서천군 서천읍 군사리 715-2,041-953-2608
497,서천점(용인),경기도,용인시기흥구,"경기도 용인시기흥구 예현로35번길  6 서천동,1층",031-273-2333
498,서초동점,서울특별시,서초구,서울특별시 서초구  효령로424,02-523-8889
499,서현점,경기도,성남시분당구,경기도 성남시분당구 서현동 311 효자촌주상복합 604-110,031-701-8398
500,석관동점,서울특별시,성북구,"서울특별시 성북구 돌곶이로22길 50, 1층(석관동)",02-968-1645
501,석림점,충청남도,서산시,충청남도 서산시 석림동 783-4,041-681-3005
502,석문점,충청남도,당진시,충청남도 당진시 석문면 통정3안길 8-15,041-353-8333
503,석사점,강원도,춘천시,강원도 춘천시 백령로 7,033-253-8422
504,석적점,경상북도,칠곡군,경상북도 칠곡군 석적읍 북중리 11길 28,054-977-3999
505,석촌점,서울특별시,송파구,"서울특별시 송파구 송파대로37길 26, 101호 (석촌동)",02-424-9245
506,석포점,경기도,화성시,경기도 화성시 장안면 버들로 1199,031-358-2614
507,선부3점,경기도,안산시단원구,경기도 안산시단원구 달미로 85-1,031-414-1936
508,선수촌점,서울특별시,송파구,서울특별시 송파구 잠실7동 85-1 아시아선수촌상가내,02-418-2320
509,선유점,경기도,파주시,경기도 파주시 문산읍 독서울1길 39 휴먼시아상가 106,031-953-9248
510,선화점,대전광역시,중구,대전광역시 중구 은행동 1-1,042-254-5484
511,설봉점,경기도,이천시,경기도 이천시 향교로 106(창전동),031-632-6030
512,설성점,경기도,이천시,경기도 이천시 설성면 설장로 13(금성빌딩),031-642-0303
513,설악동점,강원도,속초시,강원도 속초시 청봉로 77 (설악동),033-636-8316
514,설악면점,경기도,가평군,경기도 가평군 설악면 신천 중앙로 131,031-584-5592
515,성거점,충청남도,천안시서북구,충청남도 천안시서북구 성거읍 성거길 90,041-622-6568
516,성건점,경상북도,경주시,경상북도 경주시 성건동 625-8,054-741-5418
517,성남점,경기도,성남시중원구,경기도 성남시중원구 성남동 4149,031-754-2367
518,성남점(울산),울산광역시,중구,울산광역시 중구 성남동 57-2 2F,052-211-3929
519,성내동점,서울특별시,강동구,서울특별시 강동구 성내1동 560-5,02-478-0092
520,성당점,대구광역시,달서구,대구광역시 달서구 성당동 669-9 1층,053-629-5088
521,성대1점,경기도,수원시장안구,경기도 수원시장안구 율전로 85번길 15(율전동),031-291-9285
522,성대2점,경기도,수원시장안구,"경기도 수원시장안구 서부로 2197번길 36-1, 1층",031-207-9292
523,성산동점,서울특별시,마포구,서울특별시 마포구 중동 64-25,02-307-9044
524,성산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 178-3,064-782-4740
525,성서점,대구광역시,달서구,"대구광역시 달서구 이곡동 1194-2, 상가108호",053-584-0067
526,성석점,경기도,고양시일산동구,경기도 고양시일산동구 고봉로 616(성석동),031-975-9279
527,성정2점,충청남도,천안시서북구,충청남도 천안시서북구 서부12길 14,041-575-3161
528,성정점,충청남도,천안시서북구,충청남도 천안시서북구 성정동 717-1,041-575-9282
529,성주점(경북),경상북도,성주군,경상북도 성주군 월항면  주산로 397,054-932-9448
530,성환점,충청남도,천안시서북구,충청남도 천안시서북구 성환읍 성환리 345-3,041-581-8200
531,세검정점,서울특별시,종로구,서울특별시 종로구 평창동 285-2,02-391-0113
532,세곡점,서울특별시,강남구,서울특별시 강남구 세곡동 124-2 1층 16,02-2226-9255
533,세류점,경기도,수원시권선구,경기도 수원시권선구 정조로 558(세류동),031-233-9621
534,세종청사점,세종특별자치시,갈매로,"세종특별자치시  갈매로 479, 101(어진동, 상가동지하1층)",044-864-9249
535,센트럴파크점,인천광역시,연수구,인천광역시 연수구 컨벤시아대로 50,032-833-1919
536,소래점,인천광역시,남동구,인천광역시 남동구 논현동 577 풍림상가 111호,032-441-0151
537,소사3점,경기도,부천시소사구,"경기도 부천시소사구 소사로160번길 26-2, 1층일부(소사본동)",032-345-1413
538,소양로점,강원도,춘천시,강원도 춘천시 중앙로 126번지(소양로4가),033-253-8281
539,소촌점,광주광역시,광산구,광주광역시 광산구 소촌동 610 서라@상가105,062-945-4792
540,속리산점,충청북도,보은군,충청북도 보은군 속리산면 사내리 281-1,043-543-0488
541,송강그린점,대전광역시,유성구,대전광역시 유성구 송강동 208-7,042-935-9292
542,송강마을점,대전광역시,유성구,대전광역시 유성구 구즉로58번길 12(송강동),042-935-4554
543,송내1점,경기도,부천시소사구,"경기도 부천시소사구 경인로134번길 72, 202호(송내동,단지내상가2층)",032-665-4976
544,송내점,경기도,동두천시,경기도 동두천시 거북마루24    103호,031-864-9292
545,송도신도시점,인천광역시,연수구,"인천광역시 연수구 해돋이로6번길 33, 한진해모로상가 105호",032-858-9233
546,송도점,인천광역시,연수구,인천광역시 연수구 비류대로 216 1층4호,032-832-9595
547,송림점,인천광역시,동구,인천광역시 동구 샛골로161번길 25,032-763-8059
548,송산점,충청남도,당진시,충청남도 당진시 송산면 송산로 809,041-358-9399
549,송악점,충청남도,아산시,충청남도 아산시 송악면 외암리 595-104,041-543-3393
550,송월점,인천광역시,중구,인천광역시 중구 송월동1가 11-128,032-761-4191
551,송정점,강원도,동해시,"강원도 동해시 동해항2길 5, 7/2(송정동)",033-522-4651
552,송지호점,강원도,고성군,강원도 고성군 죽왕면 동해대로 5902,033-632-0020
553,송천점,전라북도,전주시덕진구,전라북도 전주시덕진구 솔내로 111(송천동1가),063-274-0607
554,송촌점,대전광역시,대덕구,대전광역시 대덕구 송촌동 222-12,042-633-9009
555,송현점,대구광역시,달서구,대구광역시 달서구 송현동 798-23,053-652-8906
556,수곡동점,충청북도,청주시서원구,충청북도 청주시서원구 청남로  2092-1,043-283-6964
557,수리산역점,경기도,군포시,"경기도 군포시 번영로 403, 211(산본동, 가야주공)",031-392-5354
558,수림점,인천광역시,남동구,인천광역시 남동구 주안로237번길 1,032-432-7374
559,수서점,서울특별시,강남구,"서울특별시 강남구 광평로51길 49, 수서주공아파트상가112",02-451-9292
560,수성점,대구광역시,수성구,대구광역시 수성구 수성동1가 82-2,053-755-2585
561,수안보점,충청북도,충주시,충청북도 충주시 수안보면 장터2길 20-7,043-846-8954
562,수완점,광주광역시,광산구,광주광역시 광산구 신가동 1101,062-952-7792
563,수원지사, ,,,
