,store,sido,gungu,address,phone
564,수유점,서울특별시,강북구,"서울특별시 강북구 노해로11길 42, 1층(수유동)",02-908-8165
565,순흥점,경상북도,영주시,경상북도 영주시 순흥면 읍내리 315-1,054-632-4555
566,시화3점,경기도,시흥시,경기도 시흥시 정왕대로53번길 29,031-432-1113
567,시화5점,경기도,시흥시,경기도 시흥시 역전로 427 세종상가 104,031-431-8585
568,시화6점,경기도,시흥시,경기도 시흥시 정왕동 1847 청솔아파트 상가 104호,031-497-2883
569,시화7점,경기도,시흥시,"경기도 시흥시 정왕신길로49번 37,109(서해APT상가)",031-431-7979
570,시화8점,경기도,시흥시,경기도 시흥시 정왕대로266번 4 금강아파트 상가 108호,031-433-2992
571,시화지구점,경기도,시흥시,경기도 시흥시 봉우재로 7번길 20,031-499-1212
572,시흥공구점,서울특별시,금천구,서울특별시 금천구 시흥동 941-1,02-807-4248
573,시흥사거리점,서울특별시,금천구,서울특별시 금천구 시흥1동 995-10 1층,02-808-9291
574,시흥현대점,서울특별시,금천구,"서울특별시 금천구 독산로36길 8, 지하1층 (시흥동)",02-809-9892
575,신갈점,경기도,용인시기흥구,경기도 용인시기흥구 신구로53번길  10-1(신갈동),031-286-1877
576,신계점,충청남도,천안시동남구,충청남도 천안시동남구 목천읍 충철로 874 협성엠파이어아파트 상가 106~107호,041-566-7722
577,신곡점,경기도,의정부시,경기도 의정부시 시민로 240,031-846-9807
578,신공덕점,서울특별시,마포구,"서울특별시 마포구 만리재옛길 20(신공덕동, 1층)",02-703-4456
579,신공항점,인천광역시,중구,인천광역시 중구 영종대로27번길 41,032-746-0311
580,신관점,충청남도,공주시,충청남도 공주시 신관동 177-1,041-856-7775
581,신관초교점,충청남도,공주시,충청남도 공주시 신관동 319-7 신관초교 후문앞,041-856-9533
582,신구로점,서울특별시,구로구,"서울특별시 구로구 구로중앙로28다 21, 1층101호(구로동)",02-861-4747
583,신길2점,서울특별시,영등포구,서울특별시 영등포구 신길동 451-1,02-849-0222
584,신내동점,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 236(신내동, 102호)",02-432-5355
585,신대방역점,서울특별시,관악구,서울특별시 관악구 신림동 542-17,02-859-8575
586,신대점,대전광역시,대덕구,대전광역시 대덕구 신대동 216번지,042-625-8332
587,신도림점,서울특별시,구로구,서울특별시 구로구 신도림로11다길 23(신도림동),02-2068-4547
588,신둔점,경기도,이천시,경기도 이천시 신둔면 경충대로 3172,031-632-7228
589,신례원점,충청남도,예산군,충청남도 예산군 예산읍 창말로 8,041-334-2022
590,신림2점,서울특별시,관악구,서울특별시 관악구 신림동 251-461,02-876-4811
591,신림점(원주),강원도,원주시,강원도 원주시 신림면 신림황둔로 4,033-762-0953
592,신매점,대구광역시,수성구,대구광역시 수성구 신매동 599-15,053-792-5690
593,신반점,경상남도,의령군,경상남도 의령군 부림면 신번로 164,055-574-6551
594,신부점,충청남도,천안시동남구,충청남도 천안시동남구 터미널7길 26,041-552-4386
595,신사동점,서울특별시,은평구,서울특별시 은평구 갈현로3길 33-8.1층,02-385-5355
596,신선점,부산광역시,영도구,부산광역시 영도구 하나길 614,051-417-9987
597,신설동점,서울특별시,종로구,서울특별시 종로구 숭인2동 699,02-924-3936
598,신성점,대전광역시,유성구,대전광역시 유성구 신선로 72번길 30,042-861-6881
599,신수동점,서울특별시,마포구,"서울특별시 마포구 토정로 240, 1-1(신수동, 상가)",02-713-1888
600,신수리점,강원도,철원군,강원도 철원군 서면 자등로 593,033-458-5599
601,신시가지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 김정문화로 66(법환동),064-739-6949
602,신양점,충청남도,예산군,충청남도 예산군 신양면 청신로 364,041-333-9288
603,신영통점,경기도,수원시영통구,경기도 수원시영통구 영통로90번길 4-9(망포동485-3),031-206-2266
604,신원당점,경기도,고양시덕양구,경기도 고양시덕양구 고양대로1384 7-24 동문상가 1층 ,031-969-0909
605,신월4점,서울특별시,양천구,서울특별시 양천구 신월4동 447-4,02-2601-4433
606,신월7점,서울특별시,양천구,서울특별시 양천구 신월7동 952-1 대지상가 105,02-2604-7978
607,신정1점,서울특별시,양천구,"서울특별시 양천구 중앙로32길 55, 1층 101호 (신정동)",02-2648-7295
608,신정2점,서울특별시,양천구,"서울특별시 양천구 신목로2길 11, 1층 103호 (신정동,청구아파트상가)",02-2654-9200
609,신제주점,제주특별자치도,제주시,제주특별자치도 제주시 신대로 124(연동),064-744-6141
610,신창부영점,광주광역시,광산구,광주광역시 광산구 신창동 1270번지 부영@2차 상가 2-106,062-959-9229
611,신창점,충청남도,아산시,충청남도 아산시 신창면 서부남로 868,041-542-9998
612,신천은행점,경기도,시흥시,경기도 시흥시 신천동 781-22,031-311-7748
613,신천점,대구광역시,동구,대구광역시 동구 신천동 279-17,053-754-2703
614,신탄3점,대전광역시,대덕구,대전광역시 대덕구 신탄진동 18-8,042-931-0826
615,신태인점,전라북도,정읍시,전라북도 정읍시 신태인읍 신태인중앙로 7,063-571-1170
616,신풍시장점,서울특별시,영등포구,서울특별시 영등포구 신길3동 325-96,02-848-6433
617,신항점,충청남도,태안군,충청남도 태안군 근흥면 신진도리 527-8,041-675-1349
618,신현리점,경기도,광주시,경기도 광주시 오포읍 새말길 94,031-719-7116
619,신현점,인천광역시,서구,인천광역시 서구 원창로239번길 4(가정동),032-573-9999
620,신흥2점,경기도,성남시수정구,경기도 성남시수정구 수정로220번길 5 (신흥동),031-747-5535
621,심곡5점,경기도,부천시원미구,"경기도 부천시원미구 부천로103번길 17, 1층 일부 (심곡동)",032-652-2452
622,심곡본1점,경기도,부천시소사구,"경기도 부천시소사구 성주로 159(심곡본동,1층)",032-657-8881
623,심곡점,인천광역시,서구,인천광역시 서구 심곡로 170 상가동 1층 103호,032-561-2537
624,십정점,인천광역시,부평구,인천광역시 부평구 배곶남로 18,032-424-5775
625,쌍문동점,서울특별시,도봉구,서울특별시 도봉구 쌍문동 56 삼익A 상가 107,02-903-6660
626,쌍촌시영점,광주광역시,서구,광주광역시 서구 쌍촌로 37,062-375-2365
627,아동점,경기도,파주시,"경기도 파주시 경의로 1821, 1층101호",031-944-2286
628,아라점,제주특별자치도,제주시,제주특별자치도 제주시 인다12길 1 아라주공아파트 상가 106호,064-702-9978
629,아산풍기점,충청남도,아산시,충청남도 아산시 어의정로 184,041-541-9991
630,아중점,전라북도,전주시덕진구,전라북도 전주시덕진구 인후동1가 880-5,063-242-9994
631,아진천곡달천점,울산광역시,북구,울산광역시 북구 달천로 103-19(달천아이파크 2차상가 100동 B109호),052-297-9963
632,안강점,경상북도,경주시,경상북도 경주시 안강읍 비화원로 117,054-761-2884
633,안녕송산점,경기도,화성시,경기도 화성시 용주로 25 1층 일부호(안녕동),031-238-7789
634,안산3점,경기도,안산시단원구,경기도 안산시단원구 예술대학로 107 상가104호,031-482-2232
635,안산상록수점,경기도,안산시상록구,경기도 안산시상록구 본삼로 17 1층 103호,031-407-2202
636,안산이동점,경기도,안산시상록구,"경기도 안산시상록구 도매시장로 34-1, 102호",031-418-7911
637,안산일동점,경기도,안산시상록구,경기도 안산시상록구 호동로 81(일동),031-406-1451
638,안산효자점,경기도,안산시단원구,경기도 안산시단원구 선부광장서로1길 15 효자상가103호,031-401-1417
639,안서점,충청남도,천안시동남구,충청남도 천안시동남구 중암1길 17,041-555-7333
640,안성2점,경기도,안성시,경기도 안성시 신건지동 1-2,031-675-7680
641,안양5동점,경기도,안양시만안구,경기도 안양시만안구 안양동 388-12,031-442-9292
642,안의점,경상남도,함양군,경상남도 함양군 안의면 금천리 203-4,055-964-1106
643,안정점,경상남도,통영시,경상남도 통영시 광도면 안정로 807,055-648-4858
644,안중점,경기도,평택시,경기도 평택시 안중읍 안현로서7길 16,031-682-9915
645,안흥점,강원도,횡성군,강원도 횡성군 안흥면 안흥길 37-1,033-342-4018
646,암사2점,서울특별시,강동구,"서울특별시 강동구 구천면로 337, 1층 (암사동)",02-429-6692
647,암사역점,서울특별시,강동구,서울특별시 강동구 암사1동 501-25,02-442-9200
648,앙성점,충청북도,충주시,충청북도 충주시 앙성면 가곡로 1033-1,043-855-0561
649,애월점,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 애월리 1717-6,064-799-4482
650,야탑점,경기도,성남시분당구,"경기도 성남시분당구 야탑로139번길 18-3 (야탑동,1층)",031-705-4999
651,약대점,경기도,부천시오정구,경기도 부천시오정구 삼정동 318-5 1층,032-671-5823
652,약목점,경상북도,칠곡군,경상북도 칠곡군 약목면 약목로 94-2(2층 건물내 1층),054-974-5074
653,약수역점,서울특별시,중구,서울특별시 중구 신당동 321-1 1층,02-2238-4554
654,양곡1점,경기도,김포시,경기도 김포시 양촌읍 양곡2로60번길 53 101호,031-996-0729
655,양덕원점,강원도,홍천군,강원도 홍천군 남면 시동로 4,033-432-3979
656,양덕합성점,경상남도,창원시마산회원구,경상남도 창원시마산회원구 합성동 733-3,055-256-9930
657,양동점,경기도,양평군,경기도 양평군 양동면 양동시장길 6-5,031-771-9945
658,양문점,경기도,포천시,경기도 포천시 영중면 양문로 98-1,031-534-3849
659,양벌점,경기도,광주시,경기도 광주시 오포읍 양벌로 190,031-766-1204
660,양성점,경기도,안성시,경기도 안성시 양성면 읍내길 26,031-674-1562
661,양수리점,경기도,양평군,경기도 양평군 양서면 양수로150번길 9-2,031-772-6419
662,양재점,서울특별시,서초구,서울특별시 서초구 양재동 8-71 광성빌딜 1층,02-574-8631
663,양정염포점,울산광역시,북구,울산광역시 북구 염포로 591-1(양정동),052-288-8019
664,양평동부점,경기도,양평군,경기도 양평군 양평읍 시민로 30,031-771-6116
665,양평옥천점,경기도,양평군,"경기도 양평군 옥천면 북부길9번길, 5",031-774-0340
666,양평용문점,경기도,양평군,경기도 양평군 용문역길 7,031-772-4787
667,양평점,경기도,양평군,경기도 양평군 양평읍 중앙로167번길 62,031-771-2213
668,어양점,전라북도,익산시,전라북도 익산시 고봉로18길 107(어양동),063-831-7804
669,언양점,울산광역시,울주군,울산광역시 울주군 언양읍 읍성로 40,052-263-1305
670,엄사금암점,충청남도,계룡시,충청남도 계룡시 엄사면 번영2길 4-41 101,042-841-6007
671,엄정점,충청북도,충주시,충청북도 충주시 엄정면 내창로 205,043-852-2919
672,에코점,인천광역시,남동구,인천광역시 남동구 논현동 739-1,032-437-3006
673,여월점,경기도,부천시오정구,경기도 부천시오정구 여월동 52-4 1층,032-678-9292
674,여의도점,서울특별시,영등포구,"서울특별시 영등포구 여의나루로 117, 109(여의도동)",02-784-2228
675,여주점,경기도,여주시,경기도 여주시 여흥로 97,031-885-3600
676,역곡1점,경기도,부천시원미구,경기도 부천시원미구 역곡로 61 (역곡동),032-345-4908
677,역북점,경기도,용인시처인구,경기도 용인시처인구 중부대로1299  12 ,031-338-6641
678,연남동점,서울특별시,마포구,서울특별시 마포구 연남로 41(연남동),02-323-3823
679,연동점,제주특별자치도,제주시,제주특별자치도 제주시 연동 251-23,064-747-4700
680,연무대점,충청남도,논산시,충청남도 논산시 연무읍 안심로 127,041-742-0946
681,연봉점,강원도,홍천군,강원도 홍천군 홍천읍 무궁화로 88,033-433-7266
682,연성점,경기도,시흥시,"경기도 시흥시 인선길 100, 107호(장곡동, 연성프라자)",031-317-6977
683,연수3점,인천광역시,연수구,인천광역시 연수구 연수동 540 문남상가 107호,032-813-0391
684,연수5점,인천광역시,연수구,"인천광역시 연수구 먼우금로 126, 107호(동춘동, 대림현대)",032-812-2710
685,연수6점,인천광역시,연수구,"인천광역시 연수구 샘말로 106-7(연수동, 1층 일부)",032-816-6675
686,연수동점,충청북도,충주시,충청북도 충주시 연원로 28(연수동),043-848-3667
687,연수주공점,인천광역시,연수구,인천광역시 연수구 연수동 533 연수상가 103호,032-811-5544
688,연지점,경기도,안성시,경기도 안성시 연지동 16-1,031-674-9992
689,연천점,경기도,연천군,경기도 연천군 연천읍 연천로 262,031-834-3010
690,연풍점,경기도,파주시,경기도 파주시 파주읍 술이홀로 449,031-953-9289
691,연풍점(충북),충청북도,괴산군,충청북도 괴산군 연풍면 향교로 28,043-833-5227
692,염창동점,서울특별시,강서구,서울특별시 강서구 공항대로65길 51. 1층(염창동),02-3664-5261
693,영광점,전라남도,영광군,전라남도 영광군 영광읍 남천리 312-2,061-352-1788
694,영덕점,경상북도,영덕군,경상북도 영덕군 영덕읍 중앙길 120-3,054-733-7799
695,영동아파트점,서울특별시,강남구,"서울특별시 강남구 역삼로64길 11, 1층(대치동)",02-562-1296
696,영등포점,서울특별시,영등포구,"서울특별시 영등포구 양산로 137, 1층(당산동3가)",02-2672-1454
697,영산점,경상남도,창녕군,경상남도 창녕군 영산면 서리상촌길321,055-536-9289
698,영오점,경상남도,고성군,경상남도 고성군 영오면 영회로 514,055-672-9310
699,영운동점,충청북도,청주시상당구,충청북도 청주시상당구 영운로 34-1(영운동),043-259-4618
700,영월삼호점,강원도,영월군,강원도 영월군 영월읍 단종로 88,033-374-6241
701,영월점,강원도,영월군,강원도 영월군 영월읍 은행나무길 19,033-374-4796
702,영주지사, ,,,
703,영주풍기점,경상북도,영주시,경상북도 영주시 풍기읍 풍기로 49-1,054-636-5915
704,영천시장점,서울특별시,서대문구,서울특별시 서대문구 천연동 1 냉천동 190,02-312-1719
705,영통2점,경기도,수원시영통구,경기도 수원시영통구 영통동 955-1 황골마을1단지 상가-106,031-203-5589
706,예산1점,충청남도,예산군,충청남도 예산군 예산읍 예산리 천변로 179,041-332-2512
707,예산2점,충청남도,예산군,충청남도 예산군 예산읍 주교리 225-9,041-332-6376
708,예천점,경상북도,예천군,경상북도 예천군 예천읍 남본리 222-2번지,054-654-1951
709,오남리점,경기도,남양주시,경기도 남양주시 오남읍 진건오남로 626,031-575-9292
710,오류1점,서울특별시,구로구,서울특별시 구로구 고척로1길 5 (오류동),02-2613-8781
711,오목천점,경기도,수원시권선구,경기도 수원시권선구 삼천병마로 1592번길 3(오목천동),031-293-9003
712,오산1점,경기도,오산시,경기도 오산시 오산로 190번길 24,031-375-2300
713,오산2점,경기도,오산시,경기도 오산시 오산로 226번길 18(원동),031-374-5158
714,오성점,경기도,평택시,경기도 평택시 오성면 숙성리 137-7,031-681-4076
715,오정점,경기도,부천시오정구,"경기도 부천시오정구 오정로 244번 45, (오정동,1층)",032-679-1684
716,오천원동점,경상북도,포항시남구,경상북도 포항시남구 오천읍 냉천로302번길 51,054-292-8199
717,오학점,경기도,여주시,"경기도 여주시 현암2길   28-11, 1층8호",031-885-8383
718,옥계점(대전),대전광역시,중구,대전광역시 중구 대종로 59(옥계동),042-272-9292
719,옥산점,경상북도,경산시,경상북도 경산시 성암로 10길 2-12(옥산동),053-813-1396
720,옥수동점,서울특별시,성동구,"서울특별시 성동구 독서당로39길 48, 1층 (옥수동)",02-2297-9998
721,옥정점,경기도,양주시,"경기도 양주시 옥정동로5다길 12, 1층(옥정동)",031-842-5592
722,옥천점(충북),충청북도,옥천군,충청북도 옥천군 옥천읍 금구리 24-6,043-731-5574
723,옥포1점,경상남도,거제시,경상남도 거제시 옥포로 282,055-687-9204
724,온수리점,인천광역시,강화군,인천광역시 강화군 길상면 온수리 547-1,032-937-6270
725,온양1점,충청남도,아산시,충청남도 아산시 충무로 20번길 20,041-545-8178
726,와룡점,대구광역시,달서구,"대구광역시 달서구 이곡동로 32, 403-106(이곡동,성서와룡타운)",053-587-1745
727,와수리점,강원도,철원군,강원도 철원군 서면 와수리 168-1,033-458-4898
728,왕십리점,서울특별시,성동구,서울특별시 성동구 하왕십리2동 955-11,02-2293-8310
729,왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 구상길 180-1 삼성A104,054-973-3637
730,외동점,경상남도,김해시,경상남도 김해시 외동 1214-2,055-331-2009
731,요선동점,강원도,춘천시,강원도 춘천시 서부대성로48번 24,033-242-1798
732,욕장점,충청남도,보령시,충청남도 보령시 해수욕장4길 68(신흑동),041-932-9047
733,용강점,경상북도,경주시,경상북도 경주시 승삼1길 6-10,054-749-9591
734,용곡점,충청남도,천안시동남구,충청남도 천안시동남구 용곡동 583,041-592-9245
735,용담점,제주특별자치도,제주시,제주특별자치도 제주시 용담2동 359-51,064-744-4735
736,용연점,충청남도,아산시,충청남도 아산시 배방읍 장재리 1205,041-533-9982
737,용운점,대전광역시,동구,대전광역시 동구 용운동 307-8,042-284-7553
738,용원점,경상남도,창원시진해구,경상남도 창원시진해구 용재로29번길 5-17,055-552-0543
739,용인구성점,경기도,용인시기흥구,경기도 용인시기흥구 구성로 176(언남동),031-284-0848
740,용전점,대전광역시,대덕구,대전광역시 대덕구 중리동 246-25,042-622-9955
741,용현1호점,인천광역시,미추홀구,인천광역시 미추홀구 인주대로174번  36,032-866-9848
742,용현2호점,인천광역시,미추홀구,인천광역시 미추홀구 낙섬중로 11(용현동),032-887-9292
743,용현점,경기도,의정부시,"경기도 의정부시 충의로57번길 7-3(용현동, 1층)",031-851-6464
744,용호점,부산광역시,남구,"부산광역시 남구 용호로42번길 104(용호동,1층)",051-623-5543
745,용화점,충청남도,아산시,"충청남도 아산시 용화동 694, 101호",041-546-0002
746,우만.지동점,경기도,수원시팔달구,경기도 수원시팔달구 창룡대로 150 55(우만동),031-252-5731
747,우면동점,서울특별시,서초구,"서울특별시 서초구 바우뫼로7길 11, 1층 106호(우면동,우면아파트상가)",02-579-4046
748,우성점,충청남도,천안시서북구,충청남도 천안시서북구 직산읍 자은가리1길 68  ,041-584-4323
749,우암점,충청북도,청주시상당구,충청북도 청주시상당구 향군로 20(우암점),043-257-2722
750,우천점,강원도,횡성군,강원도 횡성군 우천면 수남로 333,033-343-9141
751,우현점,경상북도,포항시북구,경상북도 포항시북구 우현동 134-7 우현상가101호,054-248-3618
752,운남삼성점,광주광역시,광산구,광주광역시 광산구 운남동 387-22번지 삼성@ 상가 127호,062-953-2624
753,운정1점,경기도,파주시,"경기도 파주시 미래로 603, 상가동 203호(목동동)",031-948-9200
754,운정2점,경기도,파주시,"경기도 파주시 동패로 115, 상가동 122호",031-942-9245
755,운천점,경기도,포천시,경기도 포천시 영북면 운천로 10,031-533-7833
756,울산신정1점,울산광역시,남구,울산광역시 남구 봉월로164번길 4,052-275-1288
757,원곡동점,경기도,안산시단원구,"경기도 안산시단원구 원선로 55, 104호(원곡동)",031-411-5291
758,원동일산점,강원도,원주시,"강원도 원주시 무실로 96, 1층 (일산동)",033-743-2581
759,원미1점,경기도,부천시원미구,"경기도 부천시원미구 원미로 89-1, 1층(원미동)",032-652-7391
760,원북점,충청남도,태안군,충청남도 태안군 원북면 원이로 837,041-675-3231
761,원앙마을점,충청남도,천안시동남구,충청남도 천안시동남구 목천읍 삼성리 9-9 부영A상가 110,041-562-0033
762,원종3점,경기도,부천시오정구,경기도 부천시오정구 원종동 206-3,032-678-7275
763,원주역전점,강원도,원주시,강원도 원주시 원일로 208(학성동),033-743-6107
764,원주지사,테스트,테스트구,테스트 테스트구 테스트점 23-123,033-747-2691
765,원천점,경기도,수원시영통구,경기도 수원시영통구 매탄2동 동탄원천로1109번길 42 원천성일아파트상가동 103호,031-213-9292
766,원통점,강원도,인제군,강원도 인제군 북면 금강로 46,033-461-1919
767,월계동점,서울특별시,노원구,서울특별시 노원구 광운로2나길 11,02-911-3141
768,월계삼호점,서울특별시,노원구,서울특별시 노원구 월계3동 12-1 삼호4차 상가,02-975-3535
769,월곡2점,서울특별시,성북구,서울특별시 성북구 하월곡2동 37-18,02-913-5912
770,월봉점,충청남도,천안시서북구,충청남도 천안시서북구 월봉로 79,041-578-7782
771,월산부영점,충청남도,홍성군,충청남도 홍성군 홍성읍 월산로30번길 6,041-631-9222
772,월피주공점,경기도,안산시상록구,경기도 안산시상록구 월피동 446-2 주공상가 107호,031-414-4333
773,위례신도시점,경기도,성남시수정구,"경기도 성남시수정구 위례서일로3길 31, 101호(창곡동)",031-754-5070
774,위미점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 남원읍 위미리 1759-2,064-764-1181
775,유구점,충청남도,공주시,충청남도 공주시 유구읍 중앙1길 88,041-841-0821
776,유성1점,대전광역시,유성구,대전광역시 유성구 게룡로60번길 60-2,042-822-6208
777,유성2점,대전광역시,유성구,대전광역시 유성구 장대동 269-8,042-822-4342
778,유천2점,대전광역시,중구,대전광역시 중구 유천동 127-7,042-585-7357
779,유천점,대전광역시,중구,대전광역시 중구 유천동 285-19,042-582-4488
780,율도점,인천광역시,서구,인천광역시 서구 신현동 173-35,032-581-3355
781,율량점,충청북도,청주시청원구,충청북도 청주시청원구 공항로 114,043-211-2428
782,율암온천점,경기도,화성시,경기도 화성시 팔탄면 온천로 454,031-353-8553
783,율하점,대구광역시,동구,대구광역시 동구 율하동로12길 12(율하동),053-963-9292
784,으뜸점,광주광역시,서구,광주광역시 서구 상무공원로 112 해광한신아파트상가 113호,062-371-8292
785,은빛점,경기도,고양시덕양구,경기도 고양시덕양구 화중로130번길 5-19,031-968-8295
786,은행나무점,서울특별시,금천구,서울특별시 금천구 탑골로 17,02-803-9721
787,은행점,경기도,성남시중원구,경기도 성남시중원구 산성대로582번 14. 1층(은행동),031-744-4460
788,은행택지점,경기도,시흥시,경기도 시흥시 은행로 107,031-312-2444
789,음봉점,충청남도,아산시,충청남도 아산시 음봉면 산동안길 10,041-533-3151
790,음성점,충청북도,음성군,충청북도 음성군 음성읍 시장로 95,043-873-7709
791,응암1점,서울특별시,은평구,서울특별시 은평구 응암동 124-17,02-353-6479
792,의당.신한점,충청남도,공주시,충청남도 공주시 의당면 연수원길 115-2 102호,041-858-9282
793,의정부지사, ,,,
794,이대점,서울특별시,마포구,"서울특별시 마포구 숭문16길 10, 1층(염리동)",02-711-5626
795,이도점,제주특별자치도,제주시,"제주특별자치도 제주시 도남로15길 4-12, 101(도남동)",064-759-9985
796,이동점,경기도,포천시,경기도 포천시 이동면 화동로 2105,031-532-8908
797,이매점,경기도,성남시분당구,경기도 성남시분당구 이매로 54 이매촌분산상가 101호,031-704-9595
798,이수점,충청남도,천안시서북구,충청남도 천안시서북구 백석동 433-3,041-569-9245
799,이원점,충청북도,옥천군,충청북도 옥천군 이원면 강청리 82-6,043-731-6646
800,이월점,충청북도,진천군,충청북도 진천군 이월면 진광로 789-1,043-536-8898
801,이주단지점,충청남도,당진시,충청남도 당진시 송악읍 신복운로6길 7(1층),041-358-8252
802,이천중앙점,경기도,이천시,경기도 이천시 서희로 37(중리동),031-634-0654
803,이천현대점,경기도,이천시,경기도 이천시 부발읍 경충대로2110번길 14,031-636-8595
804,이포점,경기도,여주시,경기도 여주시 금사면 이포로 60,031-884-9279
805,이화동점,서울특별시,종로구,서울특별시 종로구 대학로 52(연건동),02-745-0233
806,인계점,경기도,수원시팔달구,"경기도 수원시팔달구 권광로 317번 12, 상가동 지하1층6,7호",031-231-1592
807,인덕원점,경기도,안양시동안구,"경기도 안양시동안구 흥안대로517번 49, 1층(관양동)",031-423-9999
808,인동점,경상북도,구미시,경상북도 구미시 인동19길  36-1 1층,054-471-9991
809,인동점(대전),대전광역시,동구,대전광역시 동구 인동 147-7,042-271-2233
810,인월점,전라북도,남원시,전라북도 남원시 인월면 인월리 249-16,063-636-2381
811,인제점,강원도,인제군,강원도 인제군 인제읍 비봉로 3,033-461-2510
812,인제현리점,강원도,인제군,강원도 인제군 기린면 기린로 19,033-461-5132
813,인창점,경기도,구리시,경기도 구리시 건원대로99번길 49,031-551-2291
814,인천남부점,인천광역시,남동구,"인천광역시 남동구 성리로35번길 20-1(구월동, 1층)",032-469-3221
815,인천남촌점,인천광역시,남동구,인천광역시 남동구 남촌동로 52-1,032-469-3113
816,인천지사, ,,,
817,일도점,제주특별자치도,제주시,제주특별자치도 제주시 천수로 25-1,064-726-5592
818,일동점,경기도,포천시,경기도 포천시 일동면 화동로 1073,031-534-3700
819,일신점,인천광역시,부평구,인천광역시 부평구 일신동 111-4,032-501-4242
820,임계점,강원도,정선군,강원도 정선군 임계면 송계5길 5,033-562-3939
821,임광점,경기도,수원시영통구,경기도 수원시영통구 권선로 792 (매탄동),031-234-3396
822,임은점,경상북도,구미시,경상북도 구미시 임은길 50,054-462-1967
823,입암동점,강원도,강릉시,강원도 강릉시 성덕포남로 89-10,033-651-3366
824,자양1점,서울특별시,광진구,"서울특별시 광진구 자양로13다길 47(자양동, 1층)",02-446-4477
825,자양3점,서울특별시,광진구,서울특별시 광진구 뚝섬로 693,02-456-9276
826,자양점,대전광역시,동구,대전광역시 동구 자양동 190-36,042-626-7111
827,자유점,강원도,원주시,"강원도 원주시 자유시장길 7, 22-3(중앙동)",033-745-8552
828,작전1점,인천광역시,계양구,"인천광역시 계양구 주부토로 468(작전동, 상가동1층6호)",032-554-8892
829,작전3점,인천광역시,계양구,인천광역시 계양구 효성동 197-19,032-547-5731
830,작전현대점,인천광역시,계양구,인천광역시 계양구 작전동 580-1 현대아파트상가 1층,032-546-2672
831,잠실새마을점,서울특별시,송파구,"서울특별시 송파구 백제고분로7길 39, 1층 106호(잠실동,고려빌딩)",02-417-3599
832,장계점,전라북도,장수군,전라북도 장수군 장계면 한들로 81,063-352-8292
833,장기1점,경기도,김포시,경기도 김포시 장기동 1968-3,031-981-2006
834,장기월드점,경기도,김포시,"경기도 김포시 전원로 32, 116호(장기동, 월드상가)",031-998-9595
835,장락고암점,충청북도,제천시,충청북도 제천시 신죽하로 83-24(장락동),043-644-4578
836,장량점,경상북도,포항시북구,경상북도 포항시북구 장량로87번길 6-15,054-255-9992
837,장림점,부산광역시,사하구,부산광역시 사하구 장림동 641-180,051-263-8302
838,장미점,서울특별시,송파구,서울특별시 송파구 신천동 7 장미 B-202,02-415-6161
839,장성점,강원도,태백시,강원도 태백시 장성시장1길 3(장성동),033-581-3236
840,장수점,경상북도,영주시,경상북도 영주시 장수면 장수로 48,054-637-4429
841,장암주공점,경기도,의정부시,경기도 의정부시 회룡로 223 (장암주공5단지아파트),031-873-8181
